"words","frequency","first","second"
"day school",4,"day","school"
"day spring",4,"day","spring"
"day time",4,"day","time"
"day yesterday",4,"day","yesterday"
"days just",4,"days","just"
"days school",4,"days","school"
"days week",4,"days","week"
"days without",4,"days","without"
"decided give",4,"decided","give"
"decided go",4,"decided","go"
"decided use",4,"decided","use"
"definitely want",4,"definitely","want"
"definitely worth",4,"definitely","worth"
"design team",4,"design","team"
"did anyone",4,"did","anyone"
"didn’t mean",4,"didn’t","mean"
"die cut",4,"die","cut"
"died i",4,"died","i"
"different kind",4,"different","kind"
"different things",4,"different","things"
"difficult time",4,"difficult","time"
"digital camera",4,"digital","camera"
"divine grace",4,"divine","grace"
"dm interested",4,"dm","interested"
"do believe",4,"do","believe"
"do it",4,"do","it"
"do remember",4,"do","remember"
"do something",4,"do","something"
"do you",4,"do","you"
"doesn’t get",4,"doesn’t","get"
"doesn’t like",4,"doesn’t","like"
"doesn’t matter",4,"doesn’t","matter"
"don’t care",4,"don’t","care"
"don’t expect",4,"don’t","expect"
"don’t give",4,"don’t","give"
"don’t love",4,"don’t","love"
"don’t push",4,"don’t","push"
"don’t remember",4,"don’t","remember"
"don’t take",4,"don’t","take"
"done done",4,"done","done"
"done well",4,"done","well"
"done without",4,"done","without"
"dont ask",4,"dont","ask"
"dont make",4,"dont","make"
"dont really",4,"dont","really"
"doo doo",4,"doo","doo"
"door i",4,"door","i"
"doors open",4,"doors","open"
"double feature",4,"double","feature"
"dream come",4,"dream","come"
"dream last",4,"dream","last"
"dreams come",4,"dreams","come"
"each year",4,"each","year"
"earlier month",4,"earlier","month"
"earlier work",4,"earlier","work"
"early i",4,"early","i"
"early tomorrow",4,"early","tomorrow"
"easy get",4,"easy","get"
"eight years",4,"eight","years"
"either i",4,"either","i"
"eleanor roosevelt",4,"eleanor","roosevelt"
"elementary school",4,"elementary","school"
"else can",4,"else","can"
"enough take",4,"enough","take"
"entire day",4,"entire","day"
"entire process",4,"entire","process"
"especially true",4,"especially","true"
"eternal life",4,"eternal","life"
"even don’t",4,"even","don’t"
"even just",4,"even","just"
"even made",4,"even","made"
"even make",4,"even","make"
"even s",4,"even","s"
"even time",4,"even","time"
"even without",4,"even","without"
"even years",4,"even","years"
"eventually will",4,"eventually","will"
"ever made",4,"ever","made"
"ever will",4,"ever","will"
"every days",4,"every","days"
"every morning",4,"every","morning"
"every person",4,"every","person"
"everyone great",4,"everyone","great"
"everyone happy",4,"everyone","happy"
"everything just",4,"everything","just"
"exactly i",4,"exactly","i"
"except i",4,"except","i"
"excited hear",4,"excited","hear"
"exciting time",4,"exciting","time"
"excuse i",4,"excuse","i"
"extremely difficult",4,"extremely","difficult"
"eyed peas",4,"eyed","peas"
"face face",4,"face","face"
"faces i",4,"faces","i"
"fact s",4,"fact","s"
"fall apart",4,"fall","apart"
"fantasy team",4,"fantasy","team"
"fast forward",4,"fast","forward"
"fast i",4,"fast","i"
"favorite people",4,"favorite","people"
"favorite time",4,"favorite","time"
"february th",4,"february","th"
"federal reserve",4,"federal","reserve"
"feel pain",4,"feel","pain"
"feeling i",4,"feeling","i"
"feeling little",4,"feeling","little"
"felt bad",4,"felt","bad"
"female character",4,"female","character"
"field theories",4,"field","theories"
"final four",4,"final","four"
"finally able",4,"finally","able"
"finally getting",4,"finally","getting"
"finally going",4,"finally","going"
"finally made",4,"finally","made"
"find interesting",4,"find","interesting"
"find things",4,"find","things"
"finding right",4,"finding","right"
"finished first",4,"finished","first"
"first friday",4,"first","friday"
"first lady",4,"first","lady"
"first major",4,"first","major"
"first meeting",4,"first","meeting"
"first pitch",4,"first","pitch"
"first show",4,"first","show"
"first year",4,"first","year"
"fish fry",4,"fish","fry"
"five year",4,"five","year"
"followers follow",4,"followers","follow"
"food truck",4,"food","truck"
"for every",4,"for","every"
"for instance",4,"for","instance"
"for real",4,"for","real"
"for sure",4,"for","sure"
"for us",4,"for","us"
"forget follow",4,"forget","follow"
"forget get",4,"forget","get"
"forward getting",4,"forward","getting"
"forward meeting",4,"forward","meeting"
"found great",4,"found","great"
"found little",4,"found","little"
"fourth grade",4,"fourth","grade"
"free time",4,"free","time"
"friday march",4,"friday","march"
"friend said",4,"friend","said"
"from the",4,"from","the"
"front desk",4,"front","desk"
"front entrance",4,"front","entrance"
"full day",4,"full","day"
"full moon",4,"full","moon"
"fun last",4,"fun","last"
"fun things",4,"fun","things"
"funny i",4,"funny","i"
"gall bladder",4,"gall","bladder"
"game time",4,"game","time"
"gas prices",4,"gas","prices"
"gay marriage",4,"gay","marriage"
"general manager",4,"general","manager"
"george w",4,"george","w"
"get along",4,"get","along"
"get ball",4,"get","ball"
"get best",4,"get","best"
"get butt",4,"get","butt"
"get car",4,"get","car"
"get caught",4,"get","caught"
"get chest",4,"get","chest"
"get early",4,"get","early"
"get email",4,"get","email"
"get first",4,"get","first"
"get frustrated",4,"get","frustrated"
"get go",4,"get","go"
"get latest",4,"get","latest"
"get life",4,"get","life"
"get money",4,"get","money"
"get number",4,"get","number"
"get play",4,"get","play"
"get read",4,"get","read"
"get school",4,"get","school"
"get something",4,"get","something"
"get today",4,"get","today"
"get touch",4,"get","touch"
"get ur",4,"get","ur"
"get way",4,"get","way"
"gets back",4,"gets","back"
"getting better",4,"getting","better"
"getting drunk",4,"getting","drunk"
"getting first",4,"getting","first"
"getting new",4,"getting","new"
"getting paid",4,"getting","paid"
"getting things",4,"getting","things"
"give love",4,"give","love"
"give money",4,"give","money"
"give shout",4,"give","shout"
"give thanks",4,"give","thanks"
"given i",4,"given","i"
"given opportunity",4,"given","opportunity"
"giving little",4,"giving","little"
"giving us",4,"giving","us"
"go along",4,"go","along"
"go around",4,"go","around"
"go check",4,"go","check"
"go doctor",4,"go","doctor"
"go long",4,"go","long"
"go say",4,"go","say"
"go time",4,"go","time"
"go try",4,"go","try"
"go well",4,"go","well"
"god he",4,"god","he"
"god knows",4,"god","knows"
"going ask",4,"going","ask"
"going drive",4,"going","drive"
"going find",4,"going","find"
"going follow",4,"going","follow"
"going hate",4,"going","hate"
"going read",4,"going","read"
"going stop",4,"going","stop"
"going way",4,"going","way"
"gone now",4,"gone","now"
"gonna miss",4,"gonna","miss"
"gonna try",4,"gonna","try"
"gonna watch",4,"gonna","watch"
"gonna win",4,"gonna","win"
"good advice",4,"good","advice"
"good afternoon",4,"good","afternoon"
"good evening",4,"good","evening"
"good look",4,"good","look"
"good movie",4,"good","movie"
"good new",4,"good","new"
"good ol",4,"good","ol"
"good ole",4,"good","ole"
"good seeing",4,"good","seeing"
"good show",4,"good","show"
"good today",4,"good","today"
"good us",4,"good","us"
"good week",4,"good","week"
"gosh i",4,"gosh","i"
"got bit",4,"got","bit"
"got feeling",4,"got","feeling"
"got iphone",4,"got","iphone"
"got love",4,"got","love"
"got rid",4,"got","rid"
"got shot",4,"got","shot"
"got swag",4,"got","swag"
"got tickets",4,"got","tickets"
"got time",4,"got","time"
"grad school",4,"grad","school"
"great choice",4,"great","choice"
"great great",4,"great","great"
"great hear",4,"great","hear"
"great inspiration",4,"great","inspiration"
"great song",4,"great","song"
"great thing",4,"great","thing"
"grilled chicken",4,"grilled","chicken"
"grocery stores",4,"grocery","stores"
"guest designer",4,"guest","designer"
"guests will",4,"guests","will"
"guys see",4,"guys","see"
"guys will",4,"guys","will"
"had awesome",4,"had","awesome"
"had blast",4,"had","blast"
"had good",4,"had","good"
"haha im",4,"haha","im"
"haha well",4,"haha","well"
"hair done",4,"hair","done"
"hand i",4,"hand","i"
"happened past",4,"happened","past"
"happiest girl",4,"happiest","girl"
"happy bday",4,"happy","bday"
"happy belated",4,"happy","belated"
"happy day",4,"happy","day"
"happy family",4,"happy","family"
"happy happy",4,"happy","happy"
"hard keep",4,"hard","keep"
"hard way",4,"hard","way"
"has anyone",4,"has","anyone"
"have to",4,"have","to"
"havent heard",4,"havent","heard"
"havent seen",4,"havent","seen"
"he always",4,"he","always"
"he asked",4,"he","asked"
"he gave",4,"he","gave"
"he good",4,"he","good"
"he later",4,"he","later"
"he loved",4,"he","loved"
"he made",4,"he","made"
"he says",4,"he","says"
"headed home",4,"headed","home"
"heading back",4,"heading","back"
"heard name",4,"heard","name"
"heart god",4,"heart","god"
"hello everyone",4,"hello","everyone"
"help people",4,"help","people"
"help prevent",4,"help","prevent"
"helping us",4,"helping","us"
"helps us",4,"helps","us"
"henry david",4,"henry","david"
"heres i",4,"heres","i"
"hes still",4,"hes","still"
"hey twitter",4,"hey","twitter"
"hi everyone",4,"hi","everyone"
"high level",4,"high","level"
"high priest",4,"high","priest"
"higher education",4,"higher","education"
"his love",4,"his","love"
"history month",4,"history","month"
"history one",4,"history","one"
"ho ho",4,"ho","ho"
"holiday weekend",4,"holiday","weekend"
"home made",4,"home","made"
"home next",4,"home","next"
"home notebook",4,"home","notebook"
"home now",4,"home","now"
"home town",4,"home","town"
"hope able",4,"hope","able"
"hope enjoying",4,"hope","enjoying"
"hope fun",4,"hope","fun"
"hope goes",4,"hope","goes"
"hopefully get",4,"hopefully","get"
"hopefully i",4,"hopefully","i"
"hoping get",4,"hoping","get"
"hot sauce",4,"hot","sauce"
"hour nap",4,"hour","nap"
"hours i",4,"hours","i"
"hours work",4,"hours","work"
"how bout",4,"how","bout"
"how get",4,"how","get"
"how one",4,"how","one"
"how things",4,"how","things"
"hubby i",4,"hubby","i"
"huge fan",4,"huge","fan"
"human services",4,"human","services"
"hundreds millions",4,"hundreds","millions"
"i admire",4,"i","admire"
"i adore",4,"i","adore"
"i alone",4,"i","alone"
"i approached",4,"i","approached"
"i barely",4,"i","barely"
"i beautiful",4,"i","beautiful"
"i become",4,"i","become"
"i broke",4,"i","broke"
"i change",4,"i","change"
"i considered",4,"i","considered"
"i continued",4,"i","continued"
"i cried",4,"i","cried"
"i cry",4,"i","cry"
"i dare",4,"i","dare"
"i deserve",4,"i","deserve"
"i dinner",4,"i","dinner"
"i do",4,"i","do"
"i drop",4,"i","drop"
"i drove",4,"i","drove"
"i dying",4,"i","dying"
"i enjoying",4,"i","enjoying"
"i enough",4,"i","enough"
"i especially",4,"i","especially"
"i everything",4,"i","everything"
"i expecting",4,"i","expecting"
"i fan",4,"i","fan"
"i fight",4,"i","fight"
"i finish",4,"i","finish"
"i friend",4,"i","friend"
"i gotten",4,"i","gotten"
"i hated",4,"i","hated"
"i have",4,"i","have"
"i head",4,"i","head"
"i heart",4,"i","heart"
"i held",4,"i","held"
"i hide",4,"i","hide"
"i hopped",4,"i","hopped"
"i huge",4,"i","huge"
"i incredibly",4,"i","incredibly"
"i inspired",4,"i","inspired"
"i killed",4,"i","killed"
"i leave",4,"i","leave"
"i listened",4,"i","listened"
"i living",4,"i","living"
"i lucky",4,"i","lucky"
"i many",4,"i","many"
"i married",4,"i","married"
"i move",4,"i","move"
"i named",4,"i","named"
"i nearly",4,"i","nearly"
"i nothing",4,"i","nothing"
"i offer",4,"i","offer"
"i okay",4,"i","okay"
"i place",4,"i","place"
"i problem",4,"i","problem"
"i quickly",4,"i","quickly"
"i rarely",4,"i","rarely"
"i reached",4,"i","reached"
"i real",4,"i","real"
"i recognize",4,"i","recognize"
"i school",4,"i","school"
"i seeing",4,"i","seeing"
"i showed",4,"i","showed"
"i sign",4,"i","sign"
"i signed",4,"i","signed"
"i sing",4,"i","sing"
"i sit",4,"i","sit"
"i snapped",4,"i","snapped"
"i sorry",4,"i","sorry"
"i stamped",4,"i","stamped"
"i standing",4,"i","standing"
"i stared",4,"i","stared"
"i stay",4,"i","stay"
"i stood",4,"i","stood"
"i taught",4,"i","taught"
"i teach",4,"i","teach"
"i things",4,"i","things"
"i throw",4,"i","throw"
"i tweeted",4,"i","tweeted"
"i using",4,"i","using"
"i visited",4,"i","visited"
"i walking",4,"i","walking"
"i wear",4,"i","wear"
"i without",4,"i","without"
"i’d love",4,"i’d","love"
"i’m afraid",4,"i’m","afraid"
"i’m getting",4,"i’m","getting"
"i’m happy",4,"i’m","happy"
"i’m looking",4,"i’m","looking"
"i’m saying",4,"i’m","saying"
"i’m sorry",4,"i’m","sorry"
"i’m still",4,"i’m","still"
"i’m thinking",4,"i’m","thinking"
"i’ve heard",4,"i’ve","heard"
"iced tea",4,"iced","tea"
"idea just",4,"idea","just"
"ideas i",4,"ideas","i"
"if anything",4,"if","anything"
"if ever",4,"if","ever"
"if go",4,"if","go"
"if interested",4,"if","interested"
"if you",4,"if","you"
"ill post",4,"ill","post"
"ill posting",4,"ill","posting"
"ill say",4,"ill","say"
"ill sure",4,"ill","sure"
"im blessed",4,"im","blessed"
"im bout",4,"im","bout"
"im certain",4,"im","certain"
"im coming",4,"im","coming"
"im concerned",4,"im","concerned"
"im eating",4,"im","eating"
"im enjoying",4,"im","enjoying"
"im finally",4,"im","finally"
"im grateful",4,"im","grateful"
"im guessing",4,"im","guessing"
"im headed",4,"im","headed"
"im kinda",4,"im","kinda"
"im leaving",4,"im","leaving"
"im okay",4,"im","okay"
"im one",4,"im","one"
"im sick",4,"im","sick"
"im soo",4,"im","soo"
"im totally",4,"im","totally"
"im tryna",4,"im","tryna"
"im wrong",4,"im","wrong"
"imagine i",4,"imagine","i"
"important i",4,"important","i"
"important things",4,"important","things"
"in general",4,"in","general"
"in i",4,"in","i"
"in just",4,"in","just"
"in large",4,"in","large"
"in meantime",4,"in","meantime"
"in our",4,"in","our"
"in short",4,"in","short"
"including one",4,"including","one"
"infringing copies",4,"infringing","copies"
"inner city",4,"inner","city"
"inside head",4,"inside","head"
"ipad iphone",4,"ipad","iphone"
"is a",4,"is","a"
"is the",4,"is","the"
"is true",4,"is","true"
"it always",4,"it","always"
"it another",4,"it","another"
"it big",4,"it","big"
"it easy",4,"it","easy"
"it hard",4,"it","hard"
"it hurts",4,"it","hurts"
"it important",4,"it","important"
"it interesting",4,"it","interesting"
"it kind",4,"it","kind"
"it mean",4,"it","mean"
"it might",4,"it","might"
"it never",4,"it","never"
"it pretty",4,"it","pretty"
"it sounds",4,"it","sounds"
"it was",4,"it","was"
"it works",4,"it","works"
"it’s great",4,"it’s","great"
"it’s just",4,"it’s","just"
"item c",4,"item","c"
"item i",4,"item","i"
"its big",4,"its","big"
"its definitely",4,"its","definitely"
"its easy",4,"its","easy"
"its funny",4,"its","funny"
"its gonna",4,"its","gonna"
"its kind",4,"its","kind"
"its sad",4,"its","sad"
"its snowing",4,"its","snowing"
"its tough",4,"its","tough"
"its way",4,"its","way"
"its wonderful",4,"its","wonderful"
"ive also",4,"ive","also"
"ive come",4,"ive","come"
"ive lived",4,"ive","lived"
"ive lost",4,"ive","lost"
"ive missed",4,"ive","missed"
"ive told",4,"ive","told"
"ive used",4,"ive","used"
"ive written",4,"ive","written"
"jealous i",4,"jealous","i"
"jeans pattern",4,"jeans","pattern"
"john smith’s",4,"john","smith’s"
"journey camp",4,"journey","camp"
"jump start",4,"jump","start"
"junior seau",4,"junior","seau"
"just add",4,"just","add"
"just added",4,"just","added"
"just always",4,"just","always"
"just amazing",4,"just","amazing"
"just bad",4,"just","bad"
"just best",4,"just","best"
"just broke",4,"just","broke"
"just buy",4,"just","buy"
"just call",4,"just","call"
"just caught",4,"just","caught"
"just crazy",4,"just","crazy"
"just dropped",4,"just","dropped"
"just end",4,"just","end"
"just enjoying",4,"just","enjoying"
"just everything",4,"just","everything"
"just fell",4,"just","fell"
"just felt",4,"just","felt"
"just first",4,"just","first"
"just gave",4,"just","gave"
"just give",4,"just","give"
"just hang",4,"just","hang"
"just happens",4,"just","happens"
"just landed",4,"just","landed"
"just looking",4,"just","looking"
"just lost",4,"just","lost"
"just making",4,"just","making"
"just matter",4,"just","matter"
"just maybe",4,"just","maybe"
"just means",4,"just","means"
"just minutes",4,"just","minutes"
"just ordered",4,"just","ordered"
"just reading",4,"just","reading"
"just somebody",4,"just","somebody"
"just sounds",4,"just","sounds"
"just spent",4,"just","spent"
"just stopped",4,"just","stopped"
"just three",4,"just","three"
"just took",4,"just","took"
"just tweet",4,"just","tweet"
"just wondering",4,"just","wondering"
"keep looking",4,"keep","looking"
"keep moving",4,"keep","moving"
"keep playing",4,"keep","playing"
"keep posting",4,"keep","posting"
"keep real",4,"keep","real"
"keep thinking",4,"keep","thinking"
"keep us",4,"keep","us"
"know better",4,"know","better"
"know either",4,"know","either"
"know everything",4,"know","everything"
"know feeling",4,"know","feeling"
"know got",4,"know","got"
"know know",4,"know","know"
"know may",4,"know","may"
"know need",4,"know","need"
"know new",4,"know","new"
"know real",4,"know","real"
"know start",4,"know","start"
"know story",4,"know","story"
"know work",4,"know","work"
"know y",4,"know","y"
"knows best",4,"knows","best"
"labor day",4,"labor","day"
"labour party",4,"labour","party"
"last game",4,"last","game"
"last nite",4,"last","nite"
"last thing",4,"last","thing"
"last year’s",4,"last","year’s"
"later month",4,"later","month"
"later week",4,"later","week"
"later year",4,"later","year"
"lead singer",4,"lead","singer"
"learn i",4,"learn","i"
"learn much",4,"learn","much"
"least years",4,"least","years"
"leave comment",4,"leave","comment"
"leave comments",4,"leave","comments"
"legal services",4,"legal","services"
"lemon juice",4,"lemon","juice"
"lesson learned",4,"lesson","learned"
"let live",4,"let","live"
"lets know",4,"lets","know"
"letting go",4,"letting","go"
"life insurance",4,"life","insurance"
"life life",4,"life","life"
"life like",4,"life","like"
"life one",4,"life","one"
"life people",4,"life","people"
"like ask",4,"like","ask"
"like christmas",4,"like","christmas"
"like every",4,"like","every"
"like forever",4,"like","forever"
"like get",4,"like","get"
"like i’m",4,"like","i’m"
"like ill",4,"like","ill"
"like join",4,"like","join"
"like just",4,"like","just"
"like keep",4,"like","keep"
"like last",4,"like","last"
"like little",4,"like","little"
"like never",4,"like","never"
"like normal",4,"like","normal"
"like plan",4,"like","plan"
"like pretty",4,"like","pretty"
"like spring",4,"like","spring"
"like that",4,"like","that"
"like tweet",4,"like","tweet"
"like will",4,"like","will"
"like work",4,"like","work"
"lindsay lohan",4,"lindsay","lohan"
"line i",4,"line","i"
"list things",4,"list","things"
"listening music",4,"listening","music"
"little less",4,"little","less"
"little little",4,"little","little"
"little much",4,"little","much"
"little something",4,"little","something"
"little time",4,"little","time"
"live tweeting",4,"live","tweeting"
"live vicariously",4,"live","vicariously"
"ll see",4,"ll","see"
"lol jk",4,"lol","jk"
"lol oh",4,"lol","oh"
"lol p",4,"lol","p"
"lol well",4,"lol","well"
"lol yea",4,"lol","yea"
"long distance",4,"long","distance"
"long drive",4,"long","drive"
"long long",4,"long","long"
"long story",4,"long","story"
"longer i",4,"longer","i"
"look better",4,"look","better"
"look see",4,"look","see"
"looking back",4,"looking","back"
"looking for",4,"looking","for"
"looking i",4,"looking","i"
"looking job",4,"looking","job"
"looking something",4,"looking","something"
"looking things",4,"looking","things"
"looks pretty",4,"looks","pretty"
"lord rings",4,"lord","rings"
"lord will",4,"lord","will"
"lot trouble",4,"lot","trouble"
"lots great",4,"lots","great"
"lots lots",4,"lots","lots"
"lots time",4,"lots","time"
"love can",4,"love","can"
"love everything",4,"love","everything"
"love girl",4,"love","girl"
"love god",4,"love","god"
"love know",4,"love","know"
"love make",4,"love","make"
"love man",4,"love","man"
"love mother",4,"love","mother"
"love reading",4,"love","reading"
"love s",4,"love","s"
"love share",4,"love","share"
"love someone",4,"love","someone"
"love stuff",4,"love","stuff"
"love the",4,"love","the"
"love twitter",4,"love","twitter"
"love unconditionally",4,"love","unconditionally"
"love working",4,"love","working"
"lovely day",4,"lovely","day"
"luck today",4,"luck","today"
"lunch time",4,"lunch","time"
"lunch tomorrow",4,"lunch","tomorrow"
"machine can",4,"machine","can"
"made back",4,"made","back"
"made decision",4,"made","decision"
"made friends",4,"made","friends"
"made home",4,"made","home"
"made i",4,"made","i"
"made much",4,"made","much"
"made smile",4,"made","smile"
"made think",4,"made","think"
"make better",4,"make","better"
"make big",4,"make","big"
"make choice",4,"make","choice"
"make easier",4,"make","easier"
"make friends",4,"make","friends"
"make good",4,"make","good"
"make happy",4,"make","happy"
"make mind",4,"make","mind"
"make point",4,"make","point"
"make want",4,"make","want"
"make you",4,"make","you"
"makes good",4,"makes","good"
"makes one",4,"makes","one"
"making things",4,"making","things"
"man one",4,"man","one"
"man will",4,"man","will"
"many friends",4,"many","friends"
"many places",4,"many","places"
"march madness",4,"march","madness"
"matter hard",4,"matter","hard"
"matter i",4,"matter","i"
"matter time",4,"matter","time"
"mature adult",4,"mature","adult"
"may become",4,"may","become"
"may change",4,"may","change"
"may heard",4,"may","heard"
"may know",4,"may","know"
"may use",4,"may","use"
"may want",4,"may","want"
"maybe just",4,"maybe","just"
"maybe someday",4,"maybe","someday"
"mean people",4,"mean","people"
"meaning word",4,"meaning","word"
"means go",4,"means","go"
"meant i",4,"meant","i"
"media houses",4,"media","houses"
"meeting new",4,"meeting","new"
"meeting today",4,"meeting","today"
"men just",4,"men","just"
"mental illness",4,"mental","illness"
"mention i",4,"mention","i"
"michael jackson",4,"michael","jackson"
"mid s",4,"mid","s"
"might able",4,"might","able"
"might also",4,"might","also"
"might even",4,"might","even"
"might just",4,"might","just"
"might make",4,"might","make"
"might seem",4,"might","seem"
"mile away",4,"mile","away"
"mindless behavior",4,"mindless","behavior"
"mine i",4,"mine","i"
"miss guys",4,"miss","guys"
"miss much",4,"miss","much"
"miss ya",4,"miss","ya"
"mom just",4,"mom","just"
"monday friday",4,"monday","friday"
"month old",4,"month","old"
"months now",4,"months","now"
"months time",4,"months","time"
"morning good",4,"morning","good"
"most time",4,"most","time"
"mostly just",4,"mostly","just"
"moves around",4,"moves","around"
"moving around",4,"moving","around"
"much anything",4,"much","anything"
"much attention",4,"much","attention"
"much cost",4,"much","cost"
"much good",4,"much","good"
"much needed",4,"much","needed"
"much say",4,"much","say"
"much use",4,"much","use"
"much work",4,"much","work"
"multiple times",4,"multiple","times"
"music makes",4,"music","makes"
"must find",4,"must","find"
"must first",4,"must","first"
"must go",4,"must","go"
"my day",4,"my","day"
"my girlfriend",4,"my","girlfriend"
"my little",4,"my","little"
"my man",4,"my","man"
"my personal",4,"my","personal"
"my year",4,"my","year"
"n roll",4,"n","roll"
"national park",4,"national","park"
"ncaa tournament",4,"ncaa","tournament"
"nearly every",4,"nearly","every"
"need extra",4,"need","extra"
"need figure",4,"need","figure"
"need food",4,"need","food"
"need i",4,"need","i"
"need little",4,"need","little"
"need lot",4,"need","lot"
"need new",4,"need","new"
"need talk",4,"need","talk"
"needless say",4,"needless","say"
"needs stop",4,"needs","stop"
"nelson mandela",4,"nelson","mandela"
"never fails",4,"never","fails"
"never gets",4,"never","gets"
"never happens",4,"never","happens"
"never learn",4,"never","learn"
"never left",4,"never","left"
"never much",4,"never","much"
"never read",4,"never","read"
"never said",4,"never","said"
"never understand",4,"never","understand"
"never use",4,"never","use"
"new blog",4,"new","blog"
"new car",4,"new","car"
"new cd",4,"new","cd"
"new cover",4,"new","cover"
"new delhi",4,"new","delhi"
"new favorite",4,"new","favorite"
"new house",4,"new","house"
"new ideas",4,"new","ideas"
"new ipad",4,"new","ipad"
"new job",4,"new","job"
"new line",4,"new","line"
"new post",4,"new","post"
"new puppy",4,"new","puppy"
"new thing",4,"new","thing"
"news reporting",4,"news","reporting"
"newt gingrich",4,"newt","gingrich"
"next thing",4,"next","thing"
"next weeks",4,"next","weeks"
"nice meet",4,"nice","meet"
"nice way",4,"nice","way"
"nice work",4,"nice","work"
"night next",4,"night","next"
"night night",4,"night","night"
"no excuses",4,"no","excuses"
"no prob",4,"no","prob"
"no wonder",4,"no","wonder"
"no worries",4,"no","worries"
"nobody cares",4,"nobody","cares"
"north america",4,"north","america"
"north dakota",4,"north","dakota"
"not enough",4,"not","enough"
"not everyone",4,"not","everyone"
"not i",4,"not","i"
"not yet",4,"not","yet"
"nothing special",4,"nothing","special"
"noticed i",4,"noticed","i"
"now available",4,"now","available"
"now days",4,"now","days"
"now first",4,"now","first"
"now ill",4,"now","ill"
"now lol",4,"now","lol"
"now make",4,"now","make"
"now twitter",4,"now","twitter"
"nowhere near",4,"nowhere","near"
"of my",4,"of","my"
"officials said",4,"officials","said"
"often one",4,"often","one"
"oh great",4,"oh","great"
"oh hey",4,"oh","hey"
"oh man",4,"oh","man"
"oh my",4,"oh","my"
"oh please",4,"oh","please"
"oh wow",4,"oh","wow"
"ok now",4,"ok","now"
"ok ok",4,"ok","ok"
"okay good",4,"okay","good"
"okay maybe",4,"okay","maybe"
"old days",4,"old","days"
"old one",4,"old","one"
"older brother",4,"older","brother"
"older i",4,"older","i"
"omg im",4,"omg","im"
"on me",4,"on","me"
"on sale",4,"on","sale"
"on wednesday",4,"on","wednesday"
"one beautiful",4,"one","beautiful"
"one body",4,"one","body"
"one books",4,"one","books"
"one get",4,"one","get"
"one gets",4,"one","gets"
"one goes",4,"one","goes"
"one good",4,"one","good"
"one hand",4,"one","hand"
"one know",4,"one","know"
"one lol",4,"one","lol"
"one man",4,"one","man"
"one part",4,"one","part"
"one question",4,"one","question"
"one really",4,"one","really"
"one reasons",4,"one","reasons"
"one s",4,"one","s"
"one seems",4,"one","seems"
"one short",4,"one","short"
"one shot",4,"one","shot"
"one stop",4,"one","stop"
"one thanks",4,"one","thanks"
"one the",4,"one","the"
"one today",4,"one","today"
"one voice",4,"one","voice"
"ooh i",4,"ooh","i"
"open door",4,"open","door"
"open pm",4,"open","pm"
"open till",4,"open","till"
"open today",4,"open","today"
"opened door",4,"opened","door"
"opportunity get",4,"opportunity","get"
"or perhaps",4,"or","perhaps"
"orange county",4,"orange","county"
"orange juice",4,"orange","juice"
"others i",4,"others","i"
"others see",4,"others","see"
"our new",4,"our","new"
"palm tree",4,"palm","tree"
"part one",4,"part","one"
"party i",4,"party","i"
"past days",4,"past","days"
"paying attention",4,"paying","attention"
"peace love",4,"peace","love"
"people believe",4,"people","believe"
"people don’t",4,"people","don’t"
"people go",4,"people","go"
"people going",4,"people","going"
"people great",4,"people","great"
"people living",4,"people","living"
"people may",4,"people","may"
"people need",4,"people","need"
"people outside",4,"people","outside"
"people people",4,"people","people"
"people really",4,"people","really"
"people see",4,"people","see"
"people take",4,"people","take"
"people world",4,"people","world"
"per person",4,"per","person"
"perfect i",4,"perfect","i"
"perfect summer",4,"perfect","summer"
"person made",4,"person","made"
"phone i",4,"phone","i"
"pick one",4,"pick","one"
"pinot noir",4,"pinot","noir"
"place great",4,"place","great"
"place right",4,"place","right"
"planet earth",4,"planet","earth"
"plans weekend",4,"plans","weekend"
"player will",4,"player","will"
"pleasantly surprised",4,"pleasantly","surprised"
"please bring",4,"please","bring"
"please don’t",4,"please","don’t"
"please help",4,"please","help"
"please leave",4,"please","leave"
"please send",4,"please","send"
"please tweet",4,"please","tweet"
"please use",4,"please","use"
"plus i",4,"plus","i"
"point time",4,"point","time"
"point view",4,"point","view"
"police officers",4,"police","officers"
"posts i",4,"posts","i"
"pr couture",4,"pr","couture"
"president obama",4,"president","obama"
"press conference",4,"press","conference"
"pretty darn",4,"pretty","darn"
"pretty well",4,"pretty","well"
"probably even",4,"probably","even"
"probably good",4,"probably","good"
"probably never",4,"probably","never"
"process i",4,"process","i"
"project i",4,"project","i"
"promise i",4,"promise","i"
"ps i",4,"ps","i"
"published book",4,"published","book"
"push it",4,"push","it"
"quantum field",4,"quantum","field"
"question can",4,"question","can"
"quite right",4,"quite","right"
"radio station",4,"radio","station"
"rain rain",4,"rain","rain"
"ran away",4,"ran","away"
"read first",4,"read","first"
"read tweet",4,"read","tweet"
"reading tweets",4,"reading","tweets"
"ready launch",4,"ready","launch"
"ready make",4,"ready","make"
"ready school",4,"ready","school"
"really care",4,"really","care"
"really easy",4,"really","easy"
"really feeling",4,"really","feeling"
"really hate",4,"really","hate"
"really interested",4,"really","interested"
"really interesting",4,"really","interesting"
"really looking",4,"really","looking"
"really make",4,"really","make"
"really means",4,"really","means"
"really sure",4,"really","sure"
